stock,description,SP,MRP,imgurl,productname
,,,,,
stock,description,SP,MRP,imgurl,productname
,,,,,
stock,description,SP,MRP,imgurl,productname
,,,,,
stock,description,SP,MRP,imgurl,productname
,,,,,
stock,description,SP,MRP,imgurl,productname
," Other Products,
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.,
	,
	 ,
	,
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.,
	"," ,  , , , ,
		, ,
			
			,Product Available In Size,
                	,
, ,Colors,
               ,
            , , Sizing Guide, , , , ,
			
		,
				,
			
						  
				  ,HARBINGER   ® ,Classic WristWrap, , ,HARBINGER   ® ,Womens Flexfit Wash & Dry, , , ,
		  
		 
		  , , >> Big Grip WristWrap >> 1200, ,Big Grip WristWrap, , ,

								,MRP  :,
									
									,2399,

								,

								,Sale Price:,2159 ,
						, ,Quantity :,
                              ,
                            ,
                            	
                            	
                            	, 
                            	, , ,
                   ,
                      ,
,
,


                                ,


                                ,
                                ,
                      ,
                
                , , ,
	, ","MRP  :,2399,Sale Price:",http://harbingerfitnessindia.com//7506secure/upload/155x195/thumb_155x195_9486e3e078fc5a01f70363cc821ffde1.jpg,"
	Big Grip WristWrap"
stock,description,SP,MRP,imgurl,productname
,," ,  , , , ,
		, ,
			
			,Product Available In Size,
                	,
, ,Colors,
               ,
            , , Sizing Guide, , , , ,
			
		,
				,
			
						  
				  ,HARBINGER   ® ,Wristwrap, , ,HARBINGER   ® ,Power StretchBack, , , ,
		  
		 
		  , , >> Big Grip WristWrap >> 1200, ,Big Grip WristWrap, , ,

								,MRP  :,
									
									,2399,

								,

								,Sale Price:,2159 ,
						, ,Quantity :,
                              ,
                            ,
                            	
                            	
                            	, 
                            	, , ,
                   ,
                      ,
,
,


                                ,


                                ,
                                ,
                      ,
                
                , , ,
	, ","MRP  :,2399,Sale Price:","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
stock,description,SP,MRP,imgurl,productname
,,"2399,2159 ,
                            	
                            	
                            	, 
                            	","MRP  :,2399,Sale Price:","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
"Fitness Gloves ,Terms & Conditions,Privacy Policy ,© 2013 Paradise Nutrition Inc. |   All Rights Reserved.","MRP  :,2399,Sale Price:",,"http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,"MRP  :,2399,Sale Price:"," Other Products,
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.,
	,
	 ,
	,
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.,
	","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,"MRP  :,2399,Sale Price:"," Other Products,
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.,
	,
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.,
	","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,"MRP  :,2399,Sale Price:","
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,"MRP  :,2399,Sale Price:","
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,"MRP  :,2399,Sale Price:","
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ," ,  , , , ,
		, ,
			
			,Product Available In Size,
                	,
, ,Colors,
               ,
            , , Sizing Guide, , , , ,
			
		,
				,
			
						  
				  ,HARBINGER   ® ,Flex Fit Ultra WristWrap , , ,HARBINGER   ® ,Womens Training Grip Wristwrap, , , ,
		  
		 
		  , , >> Big Grip WristWrap >> 1200, ,Big Grip WristWrap, , ,

								,MRP  :,
									
									,2399,

								,

								,Sale Price:,2159 ,
						, ,Quantity :,
                              ,
                            ,
                            	
                            	
                            	, 
                            	, , ,
                   ,
                      ,
,
,


                                ,


                                ,
                                ,
                      ,
                
                , , ,
	, ,
           ,
        ","
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,,"
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,,"
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,,"
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ," ,  , , , ,
		, ,
			
			,Product Available In Size,
                	,
, ,Colors,
               ,
            , , Sizing Guide, , , , ,
			
		,
				,
			
						  
				  ,HARBINGER   ® ,Flex Fit Classic WristWrap, , ,HARBINGER   ® ,Pro WristWrap, , , ,
		  
		 
		  , , >> Big Grip WristWrap >> 1200, ,Big Grip WristWrap, , ,

								,MRP  :,
									
									,2399,

								,

								,Sale Price:,2159 ,
						, ,Quantity :,
                              ,
                            ,
                            	
                            	
                            	, 
                            	, , ,
                   ,
                      ,
,
,


                                ,


                                ,
                                ,
                      ,
                
                , , ,
	, ,
           ,
        ","
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,,"
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,"
			 								, >> Big Grip WristWrap >> 1200,
                            	,
                            ,
							
							
							,
							
						,
									
									,2399,2159 ,Quantity :,
                              ,
                            , ","
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,,"
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,,"
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,"2399,2159 ,
                              ,
                            ","
	New, revolutionary, patented WristWrap® integrates the entire hand for maximum stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension. ""No-Slip"" ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability. Innovative curved finger design fits the natural shape of the hand. Exclusive machine wash & air dry ""Comfort Tech"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.","http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_9486e3e078fc5a01f70363cc821ffde1.jpg,http://harbingerfitnessindia.com//7506secure/upload/81x100/thumb_81x100_35ac933729988ef15524fb4f904dfedf.jpg","
	Big Grip WristWrap"
category,Price,description,imgurl,productname
Fitness Gloves ,"2799,2519 ,
                              ,
                            ","
	Patented WristWrap® integrates the wrist and the palm for outstanding stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension."" Patented palm design. No-Slip ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability."" Ergonomic curved finger design fits the natural shape of the hand increasing flexibility and comfort. 3/4 finger length maximizes hand protection. Exclusive machine wash & air dry ""Comfort Tech™"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.""",,"
	Big Grip II WristWrap"
category,description,Price,imgurl1,imgurl,productname
Fitness Gloves ,"
	Patented WristWrap® integrates the wrist and the palm for outstanding stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension."" Patented palm design. No-Slip ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability."" Ergonomic curved finger design fits the natural shape of the hand increasing flexibility and comfort. 3/4 finger length maximizes hand protection. Exclusive machine wash & air dry ""Comfort Tech™"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.""","2799,2519 ,
                              ,
                            ",,,"
	Big Grip II WristWrap"
category,description,Price,imgurl1,imgurl,productname
Fitness Gloves ,"
	Patented WristWrap® integrates the wrist and the palm for outstanding stability and support. The graduated, patented WristWrap® insures proper positioning of the hand and wrist helping to prevent hyperextension."" Patented palm design. No-Slip ""Dura-Grip™"" rubber pads on the palm and fingers grab the bar providing increased traction, cushioning and durability."" Ergonomic curved finger design fits the natural shape of the hand increasing flexibility and comfort. 3/4 finger length maximizes hand protection. Exclusive machine wash & air dry ""Comfort Tech™"" leathers and fabrics stay supple, comfortable and last longer. NoSweat™ materials wick moisture away for increased comfort.""","2799,2519 ,
                              ,
                            ",,http://harbingerfitnessindia.com//7506secure/upload/155x195/thumb_155x195_0733d1c9a58177393d87a5c99d1d630b.jpg,"
	Big Grip II WristWrap"
